scenario_id,event_type,venue_type,guest_count,room_length_m,room_width_m,room_area_m2,budget_pkr,budget_per_guest_pkr,age_group,time_of_day,preferred_color,preferred_style,theme_label,cake_label,decor_label,layout_label,recommended_servings,labelled_by,confidence,source,review_status,dataset_split,generation_seed,rule_notes
BSAR2113,birthday,restaurant,78,13.1,8,104.8,211000,2705,child,day,mixed,colourful,colourful_cartoon,two_tier_floral,flower_wall,two_side_tables,78,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2114,graduation,home,43,9.4,5.6,52.6,117000,2721,adult,night,purple,colourful,pastel_floral,two_tier_round,minimal_backdrop,cake_and_dessert_table,43,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2115,wedding,hall,58,13.5,7.8,105.3,125000,2155,mixed,day,mixed,minimal,modern_minimal,two_tier_round,minimal_backdrop,cake_and_dessert_table,58,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2116,anniversary,home,23,6.5,5.1,33.2,56000,2435,mixed,day,mixed,rustic,rustic_natural,single_tier_square,minimal_backdrop,single_cake_table,23,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2117,baby_shower,home,109,11.8,9.7,114.5,294000,2697,adult,night,purple,minimal,pastel_floral,two_tier_floral,rustic_wood_setup,two_side_tables,109,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2118,graduation,restaurant,175,17,10.4,176.8,335000,1914,adult,night,gold,elegant,elegant_gold,three_tier_luxury,balloon_setup,two_side_tables,175,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2119,baby_shower,restaurant,46,10.7,7.3,78.1,118000,2565,adult,night,white,traditional,pastel_floral,two_tier_floral,minimal_backdrop,cake_and_dessert_table,46,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2120,wedding,outdoor,32,10.3,6.2,63.9,127000,3969,mixed,night,purple,elegant,elegant_gold,single_tier_square,rustic_wood_setup,cake_and_dessert_table,32,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2121,birthday,home,117,13.8,9.4,129.7,337000,2880,teenager,night,purple,elegant,traditional_luxury,three_tier_luxury,rustic_wood_setup,two_side_tables,117,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2122,anniversary,home,64,10.2,7.3,74.5,183000,2859,adult,night,green,traditional,traditional_luxury,two_tier_round,minimal_backdrop,cake_and_dessert_table,64,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2123,wedding,outdoor,13,6.4,4.7,30.1,80000,6154,adult,night,green,rustic,rustic_natural,single_tier_round,flower_wall,single_cake_table,13,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2124,wedding,outdoor,178,21.2,14.5,307.4,992000,5573,mixed,night,white,rustic,rustic_natural,three_tier_luxury,luxury_stage,full_stage_setup,178,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2125,baby_shower,outdoor,13,7.8,4.8,37.4,75000,5769,adult,day,mixed,traditional,pastel_floral,single_tier_round,rustic_wood_setup,single_cake_table,13,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2126,anniversary,hall,39,9.7,7.4,71.8,187000,4795,adult,day,white,elegant,pastel_floral,single_tier_square,flower_wall,cake_and_dessert_table,39,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2127,graduation,outdoor,77,15,9.6,144,217000,2818,teenager,day,white,minimal,modern_minimal,two_tier_floral,rustic_wood_setup,two_side_tables,77,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2128,anniversary,hall,108,15.8,8.7,137.5,213000,1972,adult,day,mixed,minimal,modern_minimal,two_tier_floral,minimal_backdrop,two_side_tables,108,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2129,anniversary,restaurant,108,11.2,9.4,105.3,480000,4444,mixed,night,gold,rustic,rustic_natural,three_tier_luxury,flower_wall,two_side_tables,108,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2130,anniversary,outdoor,32,9.5,8.4,79.8,169000,5281,adult,day,green,rustic,rustic_natural,single_tier_square,flower_wall,cake_and_dessert_table,32,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2131,graduation,hall,15,6.3,5.5,34.7,82000,5467,mixed,night,red,elegant,elegant_gold,single_tier_round,rustic_wood_setup,single_cake_table,15,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2132,anniversary,outdoor,120,18.5,12.4,229.4,375000,3125,adult,night,mixed,minimal,elegant_gold,two_tier_floral,rustic_wood_setup,two_side_tables,120,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2133,graduation,home,68,10.8,7.4,79.9,263000,3868,teenager,night,gold,elegant,elegant_gold,two_tier_round,rustic_wood_setup,cake_and_dessert_table,68,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2134,baby_shower,outdoor,87,16.1,12,193.2,907000,10425,adult,day,pink,elegant,pastel_floral,two_tier_floral,luxury_stage,full_stage_setup,87,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2135,wedding,hall,64,11.7,7.1,83.1,644000,10063,adult,night,red,traditional,traditional_luxury,two_tier_floral,luxury_stage,full_stage_setup,64,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2136,birthday,restaurant,224,20.9,15.8,330.2,434000,1938,child,night,pink,colourful,colourful_cartoon,three_tier_luxury,balloon_setup,two_side_tables,224,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2137,wedding,home,120,14.3,9.9,141.6,236000,1967,adult,day,purple,elegant,elegant_gold,three_tier_luxury,balloon_setup,two_side_tables,120,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2138,birthday,hall,29,8.1,6.2,50.2,265000,9138,teenager,day,white,minimal,modern_minimal,single_tier_square,luxury_stage,full_stage_setup,29,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2139,anniversary,home,238,15.8,13.4,211.7,872000,3664,mixed,day,white,minimal,modern_minimal,three_tier_luxury,flower_wall,two_side_tables,238,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2140,graduation,outdoor,119,20,13.2,264,227000,1908,adult,day,pink,traditional,pastel_floral,two_tier_floral,rustic_wood_setup,two_side_tables,119,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2141,birthday,hall,9,5.2,3.4,17.7,114000,12667,child,night,pink,minimal,colourful_cartoon,single_tier_round,luxury_stage,full_stage_setup,9,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2142,birthday,restaurant,167,18.9,10.4,196.6,466000,2790,teenager,day,gold,minimal,modern_minimal,three_tier_luxury,minimal_backdrop,two_side_tables,167,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2143,wedding,hall,28,8.1,6.3,51,387000,13821,adult,night,mixed,elegant,elegant_gold,single_tier_square,luxury_stage,full_stage_setup,28,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2144,wedding,restaurant,20,7.6,4.3,32.7,72000,3600,adult,day,blue,elegant,modern_minimal,single_tier_round,rustic_wood_setup,single_cake_table,20,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2145,wedding,home,82,11,8.2,90.2,199000,2427,adult,day,green,minimal,modern_minimal,two_tier_round,rustic_wood_setup,two_side_tables,82,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2146,graduation,hall,249,22.5,16.4,369,747000,3000,teenager,day,red,traditional,colourful_cartoon,three_tier_luxury,balloon_setup,full_stage_setup,249,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2147,anniversary,hall,16,6,4.4,26.4,47000,2938,adult,day,white,elegant,modern_minimal,single_tier_square,rustic_wood_setup,single_cake_table,16,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2148,anniversary,hall,61,13.1,7.8,102.2,411000,6738,adult,day,green,minimal,rustic_natural,two_tier_floral,luxury_stage,full_stage_setup,61,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2149,birthday,hall,21,7.8,4.8,37.4,106000,5048,teenager,day,mixed,minimal,colourful_cartoon,single_tier_square,rustic_wood_setup,single_cake_table,21,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2150,wedding,hall,10,6.3,5,31.5,59000,5900,adult,night,gold,elegant,modern_minimal,single_tier_round,rustic_wood_setup,single_cake_table,10,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2151,wedding,hall,79,13.2,10.4,137.3,520000,6582,adult,day,green,elegant,rustic_natural,two_tier_floral,luxury_stage,full_stage_setup,79,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2152,wedding,hall,64,13.7,7.5,102.8,681000,10641,adult,night,pink,colourful,colourful_cartoon,two_tier_round,luxury_stage,full_stage_setup,64,bakesmart_rule_generator_v1,3,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2153,graduation,outdoor,59,11.8,8.2,96.8,311000,5271,adult,day,purple,colourful,colourful_cartoon,two_tier_round,flower_wall,cake_and_dessert_table,59,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2154,graduation,hall,21,8.8,5.4,47.5,69000,3286,adult,night,gold,minimal,modern_minimal,single_tier_round,rustic_wood_setup,single_cake_table,21,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2155,anniversary,home,119,14.1,10.1,142.4,195000,1639,adult,day,blue,minimal,modern_minimal,two_tier_floral,minimal_backdrop,two_side_tables,119,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2156,baby_shower,home,95,13.3,7.6,101.1,283000,2979,adult,night,pink,colourful,pastel_floral,two_tier_floral,balloon_setup,two_side_tables,95,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2157,wedding,outdoor,59,13.1,10.8,141.5,350000,5932,adult,night,red,elegant,traditional_luxury,two_tier_floral,luxury_stage,full_stage_setup,59,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2158,birthday,restaurant,70,10,8.9,89,137000,1957,child,night,red,traditional,traditional_luxury,two_tier_floral,minimal_backdrop,two_side_tables,70,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2159,baby_shower,restaurant,162,16.9,11,185.9,808000,4988,adult,day,pink,elegant,colourful_cartoon,three_tier_luxury,flower_wall,two_side_tables,162,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2160,anniversary,outdoor,178,23.3,14.2,330.9,375000,2107,adult,night,green,minimal,modern_minimal,three_tier_luxury,rustic_wood_setup,two_side_tables,178,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2161,wedding,restaurant,242,21.3,15.5,330.2,674000,2785,adult,day,red,elegant,elegant_gold,three_tier_luxury,minimal_backdrop,two_side_tables,242,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2162,anniversary,restaurant,17,6,4.3,25.8,43000,2529,adult,night,mixed,elegant,elegant_gold,single_tier_square,minimal_backdrop,single_cake_table,17,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2163,graduation,restaurant,18,6.9,3.8,26.2,51000,2833,teenager,night,green,colourful,traditional_luxury,single_tier_square,minimal_backdrop,single_cake_table,18,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2164,baby_shower,hall,92,15.5,8.2,127.1,362000,3935,adult,day,red,colourful,colourful_cartoon,two_tier_floral,flower_wall,two_side_tables,92,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2165,birthday,hall,21,9.6,5.4,51.8,293000,13952,child,night,blue,minimal,colourful_cartoon,single_tier_round,luxury_stage,full_stage_setup,21,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2166,graduation,hall,58,10.2,7.2,73.4,270000,4655,adult,night,gold,rustic,rustic_natural,two_tier_round,flower_wall,cake_and_dessert_table,58,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2167,wedding,restaurant,235,20.1,15.7,315.6,837000,3562,adult,night,gold,traditional,elegant_gold,three_tier_luxury,flower_wall,two_side_tables,235,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2168,birthday,restaurant,90,12.2,8.5,103.7,884000,9822,child,night,mixed,colourful,pastel_floral,two_tier_round,luxury_stage,full_stage_setup,90,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2169,baby_shower,restaurant,26,6.7,5.3,35.5,61000,2346,adult,night,blue,colourful,colourful_cartoon,single_tier_square,balloon_setup,single_cake_table,26,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2170,birthday,home,64,10.9,7.4,80.7,146000,2281,child,day,mixed,colourful,colourful_cartoon,two_tier_round,rustic_wood_setup,cake_and_dessert_table,64,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2171,baby_shower,hall,72,11,8.8,96.8,216000,3000,adult,night,purple,minimal,colourful_cartoon,two_tier_round,balloon_setup,two_side_tables,72,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2172,anniversary,hall,19,6.7,5.7,38.2,55000,2895,adult,day,gold,traditional,traditional_luxury,single_tier_square,minimal_backdrop,single_cake_table,19,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2173,wedding,outdoor,56,15.7,8.7,136.6,87000,1554,mixed,night,purple,traditional,traditional_luxury,two_tier_round,minimal_backdrop,cake_and_dessert_table,56,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2174,anniversary,outdoor,21,9.3,5.6,52.1,60000,2857,adult,day,gold,traditional,traditional_luxury,single_tier_square,minimal_backdrop,single_cake_table,21,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2175,anniversary,outdoor,90,16.5,10.9,179.9,255000,2833,adult,night,gold,elegant,elegant_gold,two_tier_round,balloon_setup,two_side_tables,90,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2176,birthday,restaurant,217,20.5,11.6,237.8,602000,2774,adult,night,mixed,elegant,pastel_floral,three_tier_luxury,minimal_backdrop,two_side_tables,217,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2177,birthday,home,39,7.8,4.8,37.4,125000,3205,adult,day,gold,elegant,modern_minimal,single_tier_square,balloon_setup,cake_and_dessert_table,39,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2178,anniversary,outdoor,236,28.5,15.9,453.2,599000,2538,adult,day,white,elegant,elegant_gold,three_tier_luxury,rustic_wood_setup,two_side_tables,236,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2179,birthday,restaurant,59,9.7,6.7,65,137000,2322,child,day,white,minimal,modern_minimal,two_tier_floral,minimal_backdrop,cake_and_dessert_table,59,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2180,birthday,restaurant,48,9.5,5.5,52.3,247000,5146,teenager,night,pink,colourful,colourful_cartoon,two_tier_round,flower_wall,cake_and_dessert_table,48,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2181,birthday,hall,53,10.6,7.8,82.7,529000,9981,adult,night,blue,minimal,modern_minimal,two_tier_round,luxury_stage,full_stage_setup,53,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2182,graduation,hall,81,13.9,8.3,115.4,730000,9012,adult,night,blue,rustic,modern_minimal,two_tier_floral,luxury_stage,full_stage_setup,81,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2183,baby_shower,outdoor,30,9.8,5.9,57.8,103000,3433,adult,day,mixed,colourful,colourful_cartoon,single_tier_square,balloon_setup,cake_and_dessert_table,30,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2184,baby_shower,hall,18,8.1,4.7,38.1,275000,15278,adult,night,pink,rustic,pastel_floral,single_tier_round,luxury_stage,full_stage_setup,18,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2185,wedding,outdoor,118,17.3,11.7,202.4,498000,4220,adult,day,mixed,rustic,rustic_natural,three_tier_luxury,rustic_wood_setup,two_side_tables,118,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2186,baby_shower,restaurant,21,7.6,4.3,32.7,366000,17429,adult,night,pink,traditional,pastel_floral,single_tier_round,luxury_stage,full_stage_setup,21,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2187,graduation,home,68,10.8,6.1,65.9,112000,1647,adult,night,blue,colourful,colourful_cartoon,two_tier_round,balloon_setup,cake_and_dessert_table,68,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2188,birthday,home,97,14.5,8.3,120.4,251000,2588,child,night,red,elegant,traditional_luxury,two_tier_floral,minimal_backdrop,two_side_tables,97,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2189,birthday,restaurant,79,13.7,8.6,117.8,175000,2215,teenager,night,purple,elegant,pastel_floral,two_tier_round,minimal_backdrop,two_side_tables,79,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2190,graduation,restaurant,145,19.1,10.2,194.8,1240000,8552,adult,night,white,rustic,rustic_natural,three_tier_luxury,luxury_stage,full_stage_setup,145,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2191,wedding,hall,16,7.3,5.8,42.3,244000,15250,adult,night,gold,elegant,elegant_gold,single_tier_round,luxury_stage,full_stage_setup,16,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR2192,graduation,home,221,18.5,9.9,183.2,598000,2706,mixed,day,purple,colourful,colourful_cartoon,three_tier_luxury,minimal_backdrop,two_side_tables,221,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
